ID,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
1470,1,23,2,0,0,0,0,0,0,1781,3,4,4,0,1,0,0,0,4,1,0,28,0,0,0,1,1,2,1,0,1
1471,1,10,2,0,0,0,0,0,0,1797,0,1,3,0,0,1,0,1,4,1,0,29,0,0,1,1,1,1,0,0,1
1472,1,18,2,1,0,0,0,0,1,6729,0,4,1,0,0,0,0,0,4,1,0,39,1,0,1,2,2,1,0,0,1
1473,0,5,2,1,0,0,0,0,0,538,0,1,2,0,1,0,0,0,2,0,0,42,0,0,1,1,2,1,0,0,0
1474,0,25,4,1,0,0,0,0,0,1391,0,2,4,0,1,0,0,0,4,0,1,57,1,0,0,1,3,1,1,0,1
1475,3,11,2,0,0,0,0,0,0,1278,1,2,3,0,0,0,1,0,1,0,0,53,0,0,1,1,3,1,1,0,1
1476,0,33,2,1,0,0,0,1,0,13252,1,4,3,0,1,0,0,0,4,0,0,43,1,1,0,1,2,2,1,0,0
1477,3,17,2,0,0,0,0,0,0,1121,1,4,2,0,1,1,0,0,4,0,0,36,0,1,0,1,2,1,0,0,1
1478,1,18,2,0,0,0,0,1,1,1481,0,3,3,0,1,0,0,0,3,0,0,43,0,0,1,1,2,2,1,0,1
1479,1,12,1,0,0,1,0,0,0,974,0,1,1,0,1,0,0,0,1,0,0,39,0,0,0,1,2,1,1,0,1
1480,3,8,2,0,0,0,0,0,0,2860,4,2,3,0,0,0,0,0,2,1,0,36,0,0,1,1,3,1,0,0,1
1481,3,11,2,0,0,0,1,0,0,6720,4,3,3,0,1,0,0,0,2,0,0,43,0,0,1,3,3,1,1,0,1
1482,1,41,4,0,0,0,0,0,1,4454,1,3,2,0,1,0,0,0,4,0,0,35,1,0,0,1,1,1,1,0,0
1483,3,10,2,0,0,0,1,0,0,1755,0,4,3,0,1,0,0,0,2,1,0,35,0,0,1,1,2,1,1,0,1
1484,0,35,2,0,1,0,0,0,0,19086,4,4,3,0,1,0,0,0,4,0,1,19,1,0,0,1,3,1,1,0,1
1485,3,11,4,0,0,0,0,0,0,2050,0,2,1,0,1,1,0,0,2,1,0,24,0,0,1,2,2,1,0,0,1
1486,3,44,2,0,1,0,0,0,0,13131,4,2,1,0,0,0,0,0,3,0,0,58,0,0,1,3,3,1,1,0,1
1487,1,49,2,1,1,1,0,0,0,9999999,4,1,2,0,0,0,0,0,4,1,0,22,0,0,1,1,2,1,0,0,0
1488,3,39,0,0,0,1,0,0,0,4281,0,2,3,0,1,0,0,0,4,0,1,48,1,0,1,1,2,1,1,0,1
1489,1,12,4,0,0,0,0,0,1,3215,0,2,2,0,1,0,1,0,1,1,0,64,0,0,1,1,2,2,0,0,1
1490,0,9,2,1,0,0,1,0,0,3215,0,2,2,0,0,1,0,0,1,0,0,32,0,1,1,1,2,1,0,0,0
1491,3,10,4,0,0,0,0,0,0,4130,0,2,2,0,1,0,0,0,2,0,0,29,0,0,1,1,2,2,1,0,1
1492,1,56,4,0,1,0,0,0,1,2960,4,0,3,0,1,0,0,0,4,0,0,38,0,0,1,1,3,1,1,0,1
1493,0,17,3,0,0,0,1,0,0,3098,2,4,3,0,1,0,0,0,4,0,0,25,0,0,1,1,2,1,1,0,1
1494,3,9,4,1,0,0,0,0,0,1047,0,2,1,0,0,0,0,0,4,0,0,31,0,0,1,2,2,2,0,0,1
1495,0,13,3,0,0,1,0,,1,4233,0,4,1,0,0,0,0,0,4,0,0,48,1,0,0,1,2,1,0,0,0
1496,0,17,2,1,0,1,0,0,0,673,0,2,4,0,0,0,0,0,1,1,0,49,0,0,1,1,2,1,0,0,1
1497,3,22,2,0,0,0,1,0,0,1034,0,4,3,0,0,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0,1
1498,3,11,4,0,0,1,1,0,0,974,2,4,3,0,1,0,0,0,4,1,0,46,0,0,0,1,2,2,0,0,0
1499,3,9,4,0,0,0,0,0,0,1108,0,2,2,0,1,0,0,0,1,0,0,52,0,0,1,2,2,1,0,0,1
1500,0,8,2,1,1,0,0,0,0,8862,2,2,3,0,0,0,0,0,2,0,1,37,0,1,0,1,3,1,1,0,0
1501,1,34,2,0,0,0,0,0,0,1977,0,3,2,0,1,0,0,0,2,1,0,57,0,0,1,1,2,1,0,0,0
1502,0,41,4,0,0,1,0,0,0,942,0,2,1,0,1,1,0,0,1,0,0,36,0,0,1,1,2,1,0,0,0
1503,3,6,2,0,0,0,0,0,0,1344,0,3,2,0,0,0,0,0,4,1,0,29,0,1,0,1,3,1,0,0,1
1504,1,12,4,1,0,1,1,0,0,1371,2,1,4,0,0,0,0,0,2,0,0,53,0,0,0,1,2,1,0,0,1
1505,3,7,2,0,0,0,1,0,0,1437,0,2,1,0,0,0,0,0,3,1,0,27,0,0,1,1,2,1,1,0,1
1506,1,5,4,0,0,0,0,0,1,3769,2,2,2,0,1,0,0,0,1,0,0,36,0,0,1,1,2,1,0,0,0
1507,0,11,4,0,0,0,0,1,0,3248,0,4,1,0,0,0,0,0,4,0,1,42,0,1,0,1,2,1,0,0,0
1508,3,18,4,0,0,0,1,0,0,1849,0,4,3,0,0,0,0,0,3,1,0,40,0,0,1,1,1,1,0,0,1
1509,3,20,2,0,0,0,0,0,0,3647,0,4,0,1,0,0,0,0,3,0,0,32,0,0,1,1,3,1,0,0,1
1510,0,8,4,1,0,0,0,0,0,1940,1,4,3,0,1,0,0,0,3,0,0,37,0,0,1,2,1,2,1,0,1
1511,1,46,2,0,0,0,0,0,0,3961,0,4,3,0,1,0,0,0,4,0,1,51,0,,0,1,1,1,1,0,0
1512,0,8,2,0,0,0,0,0,0,743,0,4,3,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,0
1513,3,17,4,0,0,0,1,0,0,1521,1,2,1,0,1,0,0,0,2,1,0,25,1,0,1,1,1,1,0,0,0
1514,3,9,4,0,0,0,1,0,0,3139,4,3,3,0,1,1,0,0,3,1,0,55,0,0,1,1,2,1,1,0,1
1515,3,40,2,0,0,0,0,0,0,5874,0,2,1,0,1,0,0,0,2,0,0,38,1,0,1,1,,1,1,0,0
1516,1,24,2,1,0,0,0,0,0,1676,0,1,3,0,0,0,0,0,3,1,0,33,0,0,1,1,3,1,1,0,0
1517,1,29,2,1,0,0,0,0,1,2535,0,4,3,0,1,0,0,0,4,0,1,42,1,0,0,2,3,1,1,0,1
1518,0,11,2,0,0,1,0,0,0,3071,0,0,2,0,0,0,0,0,4,0,0,19,0,1,0,1,2,1,1,0,1
1519,3,7,4,1,0,0,0,0,0,1232,3,4,3,0,1,1,0,0,4,1,0,49,0,0,1,3,1,1,0,0,1
1520,0,10,2,1,0,0,0,0,0,843,0,1,3,0,0,0,0,0,3,1,0,39,0,0,1,1,2,1,0,0,1
1521,3,9,2,0,0,0,1,0,0,2663,0,1,3,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0,1
1522,3,25,2,1,0,0,0,0,0,1936,0,3,3,0,0,0,0,0,3,0,0,30,1,0,1,1,2,1,0,0,1
1523,3,35,2,1,0,0,1,0,0,19086,0,4,3,0,1,0,0,0,4,0,1,72,0,0,0,1,3,2,1,0,0
1524,3,14,4,0,0,0,0,0,0,8193,0,2,2,0,1,0,0,0,4,0,1,78,1,1,0,1,3,2,1,0,0
1525,0,14,2,0,0,0,0,1,0,808,4,1,3,0,0,0,0,0,4,1,0,24,0,0,1,1,1,1,0,0,0
1526,1,34,4,1,0,0,0,0,0,7567,4,0,2,0,1,0,0,0,2,0,0,36,1,0,1,1,3,1,0,0,0
1527,1,25,1,0,1,0,0,0,0,10212,0,2,3,0,0,0,0,0,2,0,0,62,0,1,0,2,2,1,0,0,0
1528,2,8,1,0,0,0,0,0,0,2381,2,2,3,0,0,0,1,0,2,0,1,28,1,0,1,1,1,1,0,0,1
1529,0,33,0,1,0,0,0,0,0,3470,0,2,2,0,0,0,0,1,4,0,0,44,0,0,1,1,2,1,0,0,1
1530,3,14,4,0,0,1,0,0,0,3379,4,4,3,0,0,0,0,1,2,0,0,36,0,1,0,1,2,1,0,0,1
1531,1,13,4,0,0,1,0,1,0,9999999,4,3,3,0,1,0,0,0,3,1,0,23,0,0,1,1,2,1,0,0,1
1532,3,21,4,0,0,0,0,0,0,1450,4,4,3,0,1,0,0,0,2,0,0,34,0,,1,1,2,1,0,0,1
1533,0,23,0,1,0,0,0,0,0,3943,0,4,1,0,0,0,0,0,4,0,0,47,0,,1,1,3,2,0,0,0
1534,1,22,4,0,0,0,0,1,0,2916,4,2,2,0,1,0,0,0,4,0,1,32,1,0,1,1,3,2,0,0,1
1535,3,25,2,0,0,0,0,0,0,1718,0,4,1,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
1536,3,25,2,0,0,0,0,0,0,909,0,3,3,0,1,0,0,0,2,0,0,22,1,0,1,1,2,1,0,0,1
1537,1,22,2,0,0,0,1,0,0,5394,1,2,2,0,1,0,0,0,2,0,0,24,0,0,1,1,3,1,0,0,1
1538,0,5,2,1,0,0,0,0,0,1337,0,2,1,0,0,0,0,0,4,1,0,40,0,0,1,1,2,2,0,0,0
1539,3,23,4,0,0,0,0,0,0,7662,2,3,4,0,1,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,1
1540,2,39,4,0,0,0,0,0,0,1831,4,4,3,0,1,0,0,0,4,0,0,24,1,1,1,2,2,1,1,0,0
1541,1,34,4,0,0,0,0,0,0,3225,0,1,3,0,0,0,0,0,2,0,0,61,0,0,0,1,2,1,0,0,1
1542,3,36,0,0,0,0,0,0,0,2347,4,1,1,0,0,0,0,0,2,0,0,27,0,1,0,1,3,1,1,0,1
1543,2,18,3,0,0,0,0,0,0,4288,0,1,2,0,1,0,0,0,4,0,0,37,0,0,1,1,2,1,0,0,0
1544,3,41,2,0,0,0,0,0,0,1795,3,3,2,0,0,0,0,0,1,1,0,33,0,0,1,1,1,1,0,0,1
1545,3,12,2,0,0,0,1,0,0,1564,2,2,3,1,0,1,0,0,1,1,0,40,1,0,1,1,2,1,0,0,1
1546,0,18,2,0,0,0,0,0,0,2127,1,2,3,0,0,0,0,0,1,1,0,23,0,0,1,1,2,1,0,0,0
1547,0,50,2,0,1,0,0,0,0,1920,4,2,3,0,0,0,0,0,1,0,0,42,1,1,1,1,2,2,0,0,0
1548,3,31,4,0,0,1,0,0,1,8169,4,3,2,0,0,0,0,0,4,0,1,38,0,1,0,1,3,1,1,0,1
1549,3,25,4,0,0,0,1,0,0,4572,0,4,1,0,0,0,0,0,2,0,0,21,0,,1,1,2,1,0,0,1
1550,3,22,3,0,0,1,1,0,0,2431,1,3,3,0,1,0,0,0,2,0,0,40,0,0,1,1,2,1,0,0,1
1551,2,17,2,0,0,0,0,0,0,1525,0,2,3,0,0,0,0,0,1,0,0,26,1,0,0,1,2,1,0,0,0
1552,3,9,2,1,0,0,0,0,0,2071,0,1,0,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0,1
1553,1,33,4,0,0,0,1,0,0,555,4,4,3,0,1,0,0,0,4,0,0,32,0,0,1,1,2,1,1,0,1
1554,3,8,2,0,0,0,1,0,0,4012,2,2,3,0,1,0,0,0,4,0,0,58,0,0,1,1,1,1,1,0,1
1555,0,11,2,0,0,0,0,0,0,6666,0,2,2,0,1,0,0,0,1,0,0,53,0,0,0,1,3,1,1,0,0
1556,0,11,2,0,0,0,0,0,0,3195,0,1,1,0,0,1,0,0,2,0,0,20,0,0,1,1,2,1,0,0,0
1557,3,15,2,0,1,0,1,0,0,7135,4,1,0,0,0,1,0,0,4,0,0,26,0,1,0,2,3,1,0,0,0
1558,3,6,4,1,0,1,0,0,0,1873,0,2,4,0,1,0,0,0,2,1,0,33,0,0,1,1,3,2,1,0,1
1559,3,11,2,0,0,1,1,0,1,570,0,2,3,0,0,0,0,0,3,0,0,22,0,0,1,1,2,2,0,0,0
1560,0,4,4,0,0,0,0,0,0,2561,0,0,3,0,0,0,0,0,1,0,0,57,0,0,1,3,2,1,1,0,0
1561,1,42,2,0,0,0,0,0,0,6440,4,4,3,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,0,0,1
1562,3,18,4,0,0,0,1,0,0,9999999,0,2,4,0,0,1,0,0,2,0,0,26,0,0,1,1,2,1,0,0,1
1563,2,14,2,1,0,0,1,0,0,2993,0,1,3,0,0,0,0,0,2,0,0,21,1,0,0,1,2,1,0,0,0
1564,1,24,4,0,0,0,1,0,0,3777,0,2,2,0,1,1,0,0,2,1,0,25,0,0,1,1,2,1,1,0,1
1565,1,11,4,0,0,0,0,0,0,670,4,2,3,0,0,1,0,0,2,0,0,29,0,0,1,1,2,1,1,0,1
1566,1,18,2,0,0,0,0,0,0,4831,0,1,1,0,0,0,0,0,4,1,0,24,0,1,0,1,2,1,0,0,0
1567,0,22,2,0,0,0,0,0,0,2572,0,3,3,0,0,0,0,0,2,1,0,27,0,0,1,1,0,1,0,0,0
1568,0,22,4,0,0,0,1,0,0,1063,0,4,3,0,1,0,0,0,4,0,0,45,0,0,1,1,2,2,0,0,1
1569,3,19,2,0,0,0,0,0,0,5927,0,2,3,0,0,0,0,0,4,0,0,27,0,0,1,1,2,1,1,0,0
1570,0,8,2,0,1,0,1,,0,3512,0,4,3,0,1,0,0,0,4,0,0,35,0,0,0,1,1,1,1,0,1
1571,0,10,0,1,1,0,0,0,0,3695,4,2,2,0,1,0,0,0,4,0,1,55,0,0,1,2,2,2,0,0,0
1572,2,22,2,1,0,0,0,0,0,1922,3,4,2,0,1,0,0,0,2,0,0,37,0,0,1,1,3,2,1,0,1
1573,3,34,2,0,0,0,0,0,0,1806,2,0,3,0,0,0,0,0,2,1,0,34,0,0,1,1,3,1,1,0,1
1574,1,11,4,0,1,0,0,0,0,8580,0,0,1,1,1,0,0,0,4,0,1,34,0,0,0,1,2,1,1,0,0
1575,1,29,3,0,0,0,0,0,1,1507,0,2,3,0,1,0,0,0,4,0,1,27,0,0,1,1,3,1,0,0,1
1576,1,21,0,1,0,1,0,0,0,2542,4,1,1,0,0,1,0,0,2,0,0,37,0,0,0,1,1,1,0,0,0
1577,1,12,2,0,0,0,1,0,1,15311,0,2,3,0,1,0,0,0,4,0,0,30,1,1,1,1,2,1,0,0,0
1578,3,13,2,0,0,0,0,0,0,2205,4,3,3,0,0,1,0,0,3,1,0,19,0,0,1,1,2,1,0,0,1
1579,1,56,2,0,0,0,0,0,0,3570,1,1,3,0,1,1,0,0,4,0,0,26,0,1,0,1,2,1,1,0,0
1580,3,17,4,1,0,0,1,0,0,1118,2,4,3,0,1,0,0,0,4,0,0,28,0,0,1,1,2,1,1,0,1
1581,0,25,4,0,0,0,0,0,1,2939,0,2,3,0,1,0,0,0,3,0,0,42,0,0,1,1,1,2,1,0,0
1582,3,15,4,0,1,0,1,0,0,2699,0,4,3,0,0,1,0,0,4,0,0,42,0,0,1,1,2,1,0,0,1
1583,3,8,4,0,0,0,1,0,0,1236,0,2,3,0,0,0,0,0,4,1,0,51,0,0,1,1,2,1,0,0,0
1584,3,21,4,0,0,0,0,0,0,5521,0,3,0,0,1,0,0,0,4,0,0,31,0,1,0,1,2,1,1,0,1
1585,3,15,2,0,1,0,1,0,0,2133,4,4,4,0,1,0,0,0,2,1,1,45,0,0,0,1,3,1,1,0,1
1586,3,8,4,0,0,0,0,0,0,4205,0,3,2,0,1,0,0,0,3,0,0,35,0,0,1,1,1,1,0,0,1
1587,3,7,4,0,0,0,0,0,1,915,0,2,1,0,0,0,0,0,1,1,0,31,0,0,1,1,2,2,0,0,1
1588,0,19,2,1,0,1,0,0,0,1025,0,0,4,0,0,0,0,0,2,1,0,22,0,0,1,1,2,1,1,0,1
1589,0,24,4,0,0,0,1,0,0,1173,4,2,3,0,1,0,0,0,4,1,0,51,0,0,1,1,2,1,0,0,1
1590,0,10,2,0,0,0,1,0,0,226,1,3,3,0,1,1,0,0,1,0,0,41,0,0,0,1,0,1,0,0,0
1591,3,26,2,0,1,0,1,0,0,585,4,3,3,0,1,1,0,0,4,1,0,66,0,0,1,1,2,1,0,0,1
1592,3,24,2,0,0,1,1,0,0,2484,4,1,2,0,0,0,0,0,1,0,0,30,1,0,1,1,2,1,0,0,1
1593,3,34,2,1,0,1,1,0,0,473,4,4,2,0,1,0,0,0,2,0,0,47,0,0,1,2,2,2,0,0,0
1594,3,19,2,0,0,0,0,0,0,1420,0,3,1,0,0,0,0,0,2,1,0,23,0,1,1,1,2,1,1,0,0
1595,3,13,4,0,0,0,1,0,0,1002,2,4,4,0,1,0,0,0,4,1,0,42,0,0,1,1,2,1,1,0,1
1596,0,31,2,1,0,0,0,0,0,9999999,0,0,2,0,1,0,0,0,4,0,0,45,0,0,1,1,3,2,1,0,1
1597,1,15,2,0,0,0,0,0,0,2888,0,2,2,0,0,0,0,1,3,0,0,20,0,0,1,1,1,1,0,0,0
1598,3,12,2,0,0,0,0,0,0,14260,0,4,3,0,1,0,0,0,4,0,1,32,0,0,1,3,2,2,0,0,1
1599,3,30,4,0,0,0,0,0,0,6937,0,2,1,0,1,0,0,0,1,1,0,29,0,0,1,1,2,2,1,0,1
1600,0,5,2,0,0,0,1,0,0,715,0,2,2,0,1,0,0,0,1,0,0,24,0,0,1,1,1,1,1,0,1
1601,3,23,4,0,0,0,0,0,1,11252,0,3,2,1,1,0,0,0,3,0,0,30,0,0,1,1,2,1,0,0,1
1602,1,12,1,0,0,0,1,0,0,2856,0,2,2,0,1,1,0,0,2,1,0,24,0,0,1,1,2,1,1,0,0
1603,3,16,2,0,0,1,0,0,0,1937,2,1,4,0,1,0,0,0,3,0,0,26,0,0,1,1,2,2,0,0,0
1604,3,24,2,0,0,0,1,0,0,2758,0,3,3,0,0,0,0,0,2,1,0,32,1,0,0,1,2,1,0,0,1
1605,3,18,2,0,0,0,0,0,0,14368,3,2,0,0,0,0,0,0,4,1,0,24,0,1,0,1,1,1,0,0,1
1606,1,20,2,0,1,0,1,0,0,1390,0,1,3,0,0,1,0,0,1,0,0,33,0,1,0,1,2,1,0,0,1
1607,0,13,4,0,0,1,0,0,0,4325,0,1,1,0,0,0,0,0,2,1,0,25,0,1,1,1,2,1,1,0,1
1608,3,7,4,1,0,1,0,0,1,3045,0,0,3,0,1,0,0,0,3,0,0,27,0,1,0,1,2,1,0,0,1
1609,0,13,2,0,1,0,0,0,0,2379,4,4,2,0,0,0,0,0,3,0,0,33,1,1,0,1,2,1,0,0,1
1610,3,7,4,1,0,0,0,0,0,-133,0,4,3,0,0,0,0,0,4,0,0,29,0,0,1,1,2,1,1,0,1
1611,2,19,2,0,0,1,0,0,0,3242,4,2,0,0,0,0,0,0,2,0,0,21,0,1,1,1,2,1,1,0,1
1612,1,19,2,0,0,0,0,0,0,803,0,2,3,0,0,0,0,0,2,0,0,25,0,0,1,1,2,1,1,0,0
1613,3,8,4,0,0,1,0,0,0,2577,1,4,4,0,1,0,0,0,4,0,0,54,0,0,1,1,2,1,0,0,1
1614,0,22,3,0,0,0,0,0,0,5723,0,1,3,0,0,0,0,0,4,1,0,27,0,0,1,1,2,1,1,0,1
1615,3,8,2,0,0,0,1,0,1,2837,3,4,1,0,0,0,0,0,4,0,0,31,0,0,1,1,3,1,0,0,1
1616,0,31,2,0,0,0,0,0,0,8847,0,3,2,0,0,0,0,0,2,1,0,31,0,0,1,1,2,1,1,0,1
1617,0,19,4,1,0,1,0,0,0,1108,1,2,3,0,1,0,0,0,2,1,0,39,0,0,1,1,2,2,0,0,1
1618,0,45,2,0,1,0,1,0,0,1418,4,3,1,0,1,0,0,0,2,0,0,37,1,0,0,1,3,1,1,0,0
1619,3,33,1,0,0,0,0,0,0,7502,0,1,3,0,0,0,0,1,4,1,0,31,1,0,1,1,2,1,1,0,0
1620,1,24,2,0,0,0,0,0,0,3335,0,3,1,0,0,1,0,0,4,0,1,21,1,1,0,1,3,1,0,0,0
1621,0,28,2,0,0,1,0,0,0,3814,0,3,2,0,0,0,0,0,4,0,0,38,0,1,0,1,2,1,0,0,1
1622,1,25,0,0,0,0,0,0,1,6711,4,1,4,0,0,0,0,0,2,0,0,45,0,0,1,1,3,1,1,0,0
1623,0,13,0,0,0,0,0,0,0,7639,0,2,2,0,0,1,0,0,1,0,0,31,0,0,1,1,2,1,0,0,0
1624,3,10,4,0,1,0,0,0,0,857,4,4,3,0,1,0,0,0,4,0,0,41,0,0,0,1,2,1,1,0,1
1625,1,5,4,1,0,0,0,0,0,1425,0,4,2,0,1,0,0,1,4,1,0,35,0,0,0,1,1,2,0,0,0
1626,3,21,0,0,0,0,0,0,0,1422,0,2,4,0,0,0,0,0,1,0,0,22,1,1,0,1,2,1,0,0,0
1627,3,24,2,0,0,0,1,0,0,1468,0,3,4,0,1,0,0,1,4,0,0,66,0,0,1,2,2,2,0,0,1
1628,0,13,1,1,0,0,0,0,0,4562,0,2,3,0,1,1,0,0,2,0,0,40,0,0,1,1,1,1,0,0,1
1629,1,36,2,0,0,1,0,0,1,10914,2,4,2,0,1,0,0,0,2,0,0,76,0,0,0,1,3,2,1,0,0
1630,3,15,2,0,0,0,0,0,0,2164,0,1,2,0,0,1,1,0,1,0,0,24,0,0,0,1,2,1,1,0,0
1631,3,55,2,0,0,0,1,0,0,1639,2,4,4,0,0,1,0,0,2,0,0,26,0,0,1,1,2,1,0,0,1
1632,3,18,3,1,0,0,0,0,0,2412,0,2,2,0,1,0,0,0,2,0,0,37,0,0,1,2,2,1,0,0,1
1633,3,25,1,0,0,0,0,0,0,14931,4,4,2,0,1,0,0,0,4,0,1,32,0,1,0,1,2,2,1,0,1
1634,0,33,0,0,0,0,0,0,1,6657,2,1,3,1,1,1,0,0,2,0,0,26,0,0,1,1,3,2,1,0,0
1635,1,24,0,0,0,0,0,0,0,1532,1,3,1,0,1,0,0,0,3,0,0,31,1,0,0,2,3,2,1,0,0
1636,3,58,0,0,0,1,0,0,0,7418,0,2,3,0,0,1,0,0,2,0,0,22,1,0,1,1,1,1,0,0,0
1637,0,43,3,0,0,0,0,0,0,7768,0,2,2,0,1,0,0,0,4,0,1,29,0,0,0,1,2,1,1,0,0
1638,1,10,2,0,0,0,1,0,0,1583,0,4,3,0,1,0,0,1,3,0,0,37,0,0,1,1,1,2,0,0,1
1639,3,23,1,0,0,0,0,0,1,2326,0,3,3,0,0,0,0,0,2,1,0,51,1,0,1,2,2,1,1,0,1
1640,1,26,3,0,1,0,0,0,1,7940,0,2,1,0,0,0,0,0,4,0,0,25,0,0,1,2,2,1,0,0,1
1641,3,22,2,0,0,1,0,0,0,629,4,0,3,0,1,0,0,0,4,0,0,36,0,0,1,1,3,1,0,0,0
1642,1,19,2,0,0,0,1,0,0,1781,0,2,3,0,0,0,0,0,1,0,0,34,0,0,1,1,1,1,0,0,1
1643,3,16,4,0,0,0,1,0,0,669,4,4,3,0,0,0,0,0,4,0,0,56,0,0,1,1,3,1,0,0,1
1644,3,24,4,0,0,0,0,0,0,9930,0,2,3,0,1,0,0,0,2,0,1,31,0,0,1,1,3,1,1,0,1
1645,3,10,2,0,0,1,0,0,0,2023,0,2,3,0,1,1,0,0,2,1,0,25,0,0,1,1,1,1,1,0,1
1646,1,12,2,0,0,1,0,0,0,1045,0,2,4,0,0,0,0,0,2,0,0,32,0,0,1,1,1,1,0,0,0
1647,3,5,2,1,0,0,0,0,0,322,1,0,2,0,0,0,0,0,1,0,0,43,0,0,0,1,2,1,0,0,1
1648,3,24,0,0,0,0,0,0,0,8606,1,4,1,0,1,0,0,0,2,0,1,25,0,0,0,1,3,1,1,0,1
1649,3,16,3,0,0,0,0,0,0,1126,0,4,3,0,1,0,0,0,2,0,0,32,1,0,1,1,1,1,0,0,1
1650,1,9,2,0,0,0,1,0,0,7471,0,2,3,0,0,0,0,0,3,0,0,23,0,1,0,1,2,1,0,0,1
1651,0,9,3,0,0,0,0,0,0,6804,0,3,1,0,0,0,1,0,1,1,0,39,0,0,1,1,2,1,1,0,0
1652,1,12,4,0,0,0,0,0,0,6409,0,4,3,1,1,0,0,0,2,0,0,25,0,0,1,1,2,1,1,0,1
1653,3,46,4,0,0,0,0,0,0,2330,0,4,3,0,0,1,0,0,2,0,0,63,0,0,0,1,2,1,1,0,1
1654,0,23,2,0,0,0,0,0,0,3006,1,2,3,0,0,0,0,0,4,1,0,26,0,1,0,1,2,2,0,0,1
1655,3,23,4,0,0,0,1,0,0,6399,0,0,3,0,1,0,0,0,2,1,0,35,0,0,1,1,2,1,0,0,1
1656,3,17,2,0,0,0,1,0,0,3532,0,3,3,0,0,0,0,0,4,0,0,44,0,1,0,1,2,1,0,0,1
1657,3,9,2,0,1,0,1,0,0,7686,0,4,2,0,1,0,0,0,4,0,1,61,0,0,0,1,3,1,1,0,0
1658,2,11,4,1,0,0,0,0,0,,4,2,3,0,0,0,0,0,3,1,0,49,0,0,1,1,1,1,0,0,1
1659,0,23,2,0,0,0,1,0,0,3045,4,2,3,0,0,0,0,0,2,1,0,29,0,0,1,1,2,1,0,0,0
1660,0,21,4,0,0,0,0,0,0,2086,0,4,3,0,0,0,0,0,2,0,0,20,0,0,1,1,2,1,0,0,1
1661,0,12,2,0,0,0,0,0,0,381,0,2,4,0,0,0,0,1,2,1,0,27,0,0,1,1,2,1,0,0,1
1662,3,24,4,0,1,0,0,0,0,1254,0,4,3,0,1,0,0,0,1,0,0,45,0,,1,1,2,1,1,0,1
1663,3,11,2,1,0,0,0,0,0,2361,1,1,2,0,1,1,0,0,2,0,0,51,0,0,1,1,2,1,1,0,1
1664,0,12,2,0,0,0,0,0,0,2441,1,3,2,0,1,0,0,0,1,0,0,25,0,0,1,1,2,1,0,0,0
1665,3,55,2,0,0,0,0,0,0,3341,2,2,3,0,0,0,0,0,2,0,0,24,0,0,1,1,3,1,0,0,1
1666,1,21,3,0,0,0,0,0,0,8238,0,3,1,0,1,0,0,0,4,0,1,37,0,0,1,1,2,2,0,1,0
1667,2,9,2,0,0,0,0,0,0,253,0,1,3,0,0,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0,1
1668,3,8,4,0,0,0,1,0,0,439,0,4,2,0,1,0,0,1,4,0,0,28,0,0,1,1,2,1,0,0,1
1669,0,5,2,0,0,1,1,0,0,1226,0,4,3,0,1,0,0,0,2,1,0,26,0,0,1,1,1,2,1,1,1
1670,3,21,3,0,0,1,0,0,0,8466,1,2,3,0,1,0,0,0,2,0,1,30,0,0,1,1,3,1,1,0,0
1671,1,14,4,0,0,0,1,0,0,9492,3,2,3,0,1,0,0,0,2,1,0,69,0,0,1,2,2,1,1,0,1
1672,0,24,1,1,0,1,0,1,0,2837,2,2,3,1,0,0,1,0,3,1,0,24,1,0,0,1,3,1,0,0,1
1673,1,21,2,0,0,0,1,0,0,1554,4,4,2,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,0,0,0
1674,3,17,2,0,0,0,0,0,0,4510,0,2,3,0,1,0,0,0,2,0,0,25,0,0,1,1,3,2,0,0,1
1675,0,12,2,0,0,1,1,0,0,2711,0,2,1,1,0,0,0,1,1,0,0,26,0,0,1,1,1,1,0,0,1
1676,3,23,2,0,0,0,0,0,0,1866,0,2,3,1,0,1,0,0,2,1,0,23,0,1,0,1,2,1,1,0,1
1677,1,61,4,1,0,0,0,0,0,4781,0,2,0,0,1,0,0,0,3,1,0,41,0,0,1,1,1,1,0,0,0
